id,popularity,budget,revenue,original_title,cast,director,runtime,vote_average,release_year,genre1,genre2,genre3,genre4,genre5
46665,0.141985,0,0,Triple Dog,Scout Taylor-Compton|Britt Robertson|Alexia Fast|Janel Parrish|Emily Tennant,Pascal Franchot ,92,6.1,2010,Drama,Thriller,,,
43922,0.140371,0,0,Legendary,John Cena|Patricia Clarkson|Devon Graye|Danny Glover|Madeleine Martin,Mel Damski,107,6.6,2010,Drama,,,,
35688,0.140251,20000000,60072596,Why Did I Get Married Too?,Tyler Perry|Janet Jackson|Jill Scott|Sharon Leal|Malik Yoba,Tyler Perry,121,6.0,2010,Comedy,Romance,,,
48186,0.25260900000000003,0,0,The Boy Who Cried Werewolf,Brooke Shields|Victoria Justice|Brooke D'Orsay|Chase Ellison,Eric Bross,97,5.7,2010,Family,Fantasy,Horror,TV Movie,
39333,0.010185,0,0,180ÃÂ° South,Yvon Chouinard|Doug Tompkins|Keith Malloy|Makohe|Timmy O'Neill,Chris Malloy,86,6.0,2010,Comedy,Documentary,Drama,,
64108,0.136215,0,0,The Frankenstein Syndrome,Ed Lauter|Louis Mandylor|Tiffany Shepis|Kristina Wayborn|Scott Anthony Leet,Sean Tretta,88,4.8,2010,Horror,Science Fiction,,,
52850,0.132502,0,0,Toast,Freddie Highmore|Ken Stott|Victoria Hamilton|Helena Bonham Carter,S.J. Clarkson,90,6.1,2010,Drama,Comedy,History,Family,
35791,0.131526,60000000,296221663,Resident Evil: Afterlife,Milla Jovovich|Wentworth Miller|Ali Larter|Kim Coates|Kacey Barnfield,Paul W.S. Anderson,97,5.8,2010,Action,Adventure,Horror,Science Fiction,
31196,0.131328,300000,0,Growth,Mircea Monroe|Christopher Shand|Brian Krause|Nora Kirkpatrick|Richard Riehle,Gabriel Cowan,90,4.9,2010,Horror,Science Fiction,Thriller,,
38883,0.13001600000000002,0,0,ProtÃÂ©ger et servir,Kad Merad|Clovis Cornillac|Carole Bouquet|FranÃÂ§ois Damiens|Elsa KikoÃÂ¯ne,Eric Lavaine,90,5.0,2010,Comedy,,,,
62592,0.129442,0,0,Revenge of the Bridesmaids,JoAnna Garcia|Beth Broderick|Raven-SymonÃÂ©|Chryssie Whitehead|Virginia Williams,James Hayman,87,5.9,2010,Comedy,Romance,,,
27584,0.126182,0,0,High School,Adrien Brody|Matt Bush|Sean Marquette|Colin Hanks|Michael Chiklis,John Stalberg,99,5.0,2010,Comedy,,,,
50037,0.191889,1100000,0,Beyond the Black Rainbow,Michael Rogers|Scott Hylands|Marilyn Norry|Eva Allan|Rondel Reynoldson,Panos Cosmatos,110,5.3,2010,Fantasy,Science Fiction,Horror,,
70862,0.123158,0,0,American Grindhouse,Robert Forster|Allison Anders|John Landis|Kim Morgan|Fred Olen Ray,Elijah Drenner,80,6.0,2010,Documentary,History,,,
11761,0.120636,0,0,Peacock,Cillian Murphy|Ellen Page|Susan Sarandon|Josh Lucas|Bill Pullman,Michael Lander,90,6.2,2010,Mystery,Thriller,,,
44737,0.205329,0,0,BÃÂ©bÃÂ©s,Bayar|Hattie|Bayar|Ponijao,Thomas BalmÃÂ¨s,79,7.2,2010,Documentary,,,,
65056,0.067885,0,0,A Little Help,Jenna Fischer|Chris O'Donnell|Kim Coates|Lesley Ann Warren|Sara Kapner,Michael J. Weithorn,109,5.2,2010,Comedy,Drama,Romance,,
35691,0.107729,0,0,Letters to God,Robyn Lively|Jeffrey Johnson|Bailee Madison|Maree Cheatham|Tanner Maguire,David Nixon|Patrick Doughtie,110,6.7,2010,Action,Drama,Family,Thriller,
57011,0.107503,0,0,Alien vs. Ninja,Mika Hijii|Ben Hiura|ShÃÂ»ji Kashiwabara|Masanori Mimoto|YÃÂ»ki Ogoe,Seiji Chiba,81,3.5,2010,Horror,Action,Thriller,Science Fiction,
36956,0.30892800000000004,0,0,Cosa voglio di piÃÂ¹,Pierfrancesco Favino|Teresa Saponangelo|Giuseppe Battiston|Alba Rohrwacher|Monica Nappo,Silvio Soldini,121,4.9,2010,Drama,Romance,Foreign,Comedy,
47177,0.137397,2400000,0,Devil's Playground,MyAnna Buring|Danny Dyer|Craig Fairbrass|Sean Pertwee|Colin Salmon,Mark McQueen,93,4.8,2010,Horror,Action,,,
63498,0.104635,0,0,Chico & Rita,Mario Guerra|Limara Meneses|Eman Xor OÃÂ±a|Jon Adams|Renny Arozarena,Tono Errando|Javier Mariscal|Fernando Trueba,94,6.4,2010,Animation,Music,Romance,,
59110,0.180217,0,0,Parked,Colm Meaney|Colin Morgan|Milka Ahlroth|Stuart Graham|Michael McElhatton,Darragh Byrne,94,5.6,2010,Drama,,,,
43552,0.276322,10000000,1068682,Vanishing on 7th Street,Hayden Christensen|Thandie Newton|John Leguizamo|Neal Huff|Jacob Latimore,Brad Anderson,92,4.8,2010,Drama,Horror,Thriller,,
70712,0.097594,0,0,Te presento a Laura,Martha Higareda|Kuno Becker|Eugenio Derbez|JoaquÃÂ­n Cosio|Adriana Barraza,Fez Ortega,98,6.6,2010,Romance,Comedy,Drama,,
53807,0.095018,0,0,Li Xiao Long,Aarif Lee|Tony Leung Ka-Fai|Christy Chung|Jennifer Tse|Michelle Ye Xuan,Manfred Wong|Raymond Yip Wai-Man,129,6.5,2010,Drama,,,,
64786,0.021645,0,0,Yes or No: Ã Â¸Â­Ã Â¸Â¢Ã Â¸Â²Ã Â¸Ã Â¸Â£Ã Â¸Â±Ã Â¸ Ã Â¸Ã Â¹â¡Ã Â¸Â£Ã Â¸Â±Ã Â¸Ã Â¹â¬Ã Â¸Â¥Ã Â¸Â¢,Arisara Thongborisut|Supanart Jittaleela|Sushar Manaying|Soranut Yupanun|Inthira Yeunyong,Saratswadee Wongsomphet,107,7.8,2010,Comedy,Romance,,,
46368,0.267278,3000000,0,The Rig,William Forsythe|Stacey Hinnen|Serah D'Laine|Marcus T. Paulk|Carmen Perez,Peter Atencio,90,4.1,2010,Action,Horror,Science Fiction,Thriller,
70448,0.111048,0,0,All About Evil,Natasha Lyonne|Thomas Dekker|Cassandra Peterson|Mink Stole|Noah Segan,Joshua Grannell,98,5.4,2010,Horror,,,,
45022,0.25427,0,0,Holy Rollers,Jesse Eisenberg|Justin Bartha|Danny A. Abeckaser|Ari Graynor|Jason Fuchs,Kevin Asch,89,6.1,2010,Crime,Drama,Thriller,,
50099,0.090543,0,427628,Break Ke Baad,Deepika Padukone|Imran Khan|Sharmila Tagore|Shahana Goswami,Danish Aslam,120,6.0,2010,Drama,Comedy,Romance,Foreign,
40663,0.087585,0,0,Gasland,Josh Fox,Josh Fox,107,7.0,2010,Documentary,,,,
72914,0.071963,0,0,"Fat, Sick & Nearly Dead",Joe Cross|Phil Riverstone|Amy Badberg|Merv Cross|Virginia Cross,Joe Cross|Kurt Engfehr,97,7.2,2010,Documentary,,,,
53190,0.095444,0,0,The Two Escobars,MarÃÂ­a Ester Escobar|Francisco Maturana|Alexis GarcÃÂ­a V.|Jaime Gaviria GÃÂ³mez,Jeff Zimbalist|Michael Zimbalist,100,7.5,2010,Crime,Documentary,,,
52349,0.081724,0,0,600 kilos d'or pur,Clovis Cornillac|Audrey Dana|Claudio Santamaria|Bruno Solo|Eriq Ebouaney,Ãâ°ric Besnard,100,5.1,2010,Adventure,,,,
63348,0.0781299999999999,0,0,The Encounter,Bruce Marchiano|Jaci Velasquez|Steve Borden,David A.R. White,85,4.9,2010,Drama,Family,,,
40016,0.150035,0,0,Birdemic: Shock and Terror,Alan Bagh|Whitney Moore|Janae Caster|Colton Osborne|Adam Sessa,James Nguyen,95,2.1,2010,Horror,Science Fiction,,,
42189,0.153853,0,0,Kevin Hart: Seriously Funny,Kevin Hart,Shannon Hartman,72,7.7,2010,Comedy,,,,
51764,0.068941,0,5980,BearCity,Joe Conti|Gerald McCullouch|Stephen Guarino|Alex Di Dio|Gregory Gunter,Douglas Langway,103,5.5,2010,Comedy,Romance,,,
52414,0.066704,0,0,ÃªÂ³Â Ã¬âÂ¬ Ã«â Ã«Â²ËÃ¬Â§Â¸ Ã¬Â´Ã¬â¢Â¼ÃªÂ¸Â°: ÃªÂµÃ¬ÆÃ¬â¹Â¤Ã¬Å Âµ,Choi Ah-jin |Kwon Hyun-sang|Park Eun Bin|Son Ho-jun|Kim Su-ro,Seon-dong Yu,82,5.2,2010,Horror,,,,
49679,0.028227,10000000,5000000,Action Replayy,Akshay Kumar|Aishwarya Rai Bachchan|Neha Dhupia|Aditya Roy Kapoor|Randhir Kapoor,Vipul Amrutlal Shah,100,4.9,2010,Drama,Comedy,Romance,Foreign,
30886,0.066188,1250000,0,Veer,Salman Khan|Mithun Chakraborty|Jackie Shroff|Zarine Khan|Sohail Khan,Anil Sharma,160,5.0,2010,Action,Foreign,,,
52060,0.065833,0,0,Christmas Cupid,Chad Michael Murray|Ashley Benson|Christina Milian|Ryan Sypek|Burgess Jenkins,Gil Junger,85,5.1,2010,TV Movie,Fantasy,Comedy,Romance,Family
42966,0.06497,10,0,Once Upon a Time in Mumbaai,Ajay Devgn|Emraan Hashmi|Kangana Ranaut|Prachi Desai|Randeep Hooda,Milan Luthria,135,7.0,2010,Drama,Thriller,Crime,,
40188,0.0653909999999999,0,0,Une Petite zone de turbulences,Michel Blanc|Miou-Miou|MÃÂ©lanie Doutey|Gilles Lellouche,Alfred Lot,108,5.5,2010,Comedy,,,,
36736,0.225569,0,0,The Drawn Together Movie: The Movie!,Adam Carolla|Abbey DiGregorio|Jess Harnell|Jack Plotnick|Tara Strong,Greg Franklin,70,6.7,2010,Animation,Comedy,,,
45839,0.064038,0,0,FRED: The Movie,Lucas Cruikshank|Jennette McCurdy|Jake Weary|Pixie Lott|John Cena,Clay Weiner,89,3.9,2010,Comedy,Family,,,
52605,0.063325,0,0,Strapped,Ben Bonenfant|Nick Frangione|Artem Mishin|Michael Carlisi|Paul Gerrior,Joseph Graham,95,4.4,2010,Drama,,,,
53344,0.06447,0,0,Lemmy,Lemmy|Dave Brock|Phil Campbell|Fast Eddie Clarke|Jarvis Cocker,Greg Olliver|Wes Orshoski,116,6.9,2010,Music,Documentary,,,
39486,0.06324,35000000,60251371,Secretariat,Diane Lane|John Malkovich|Scott Glenn|Dylan Walsh|Fred Dalton Thompson,Randall Wallace,123,6.6,2010,Drama,,,,
42950,0.057892,0,0,What if...,Kevin Sorbo|Kristy Swanson,Dallas Jenkins,111,6.5,2010,Drama,Comedy,Romance,Family,
55244,0.052322,0,1339650,Bill Cunningham New York,Bill Cunningham|Tom Wolfe|Anna Wintour|Carmen Dell'Orefice|Iris Apfel,Richard Press,84,8.1,2010,Documentary,,,,
46718,0.0506,0,0,DC Showcase: Green Arrow,Neal McDonough|Malcolm McDowell|Grey Griffin|Ariel Winter|Steve Blum,Joaquim Dos Santos,11,7.3,2010,Animation,Adventure,,,
40777,0.050481,0,0,I Hate Luv Storys,Imran Khan|Sonam Kapoor|Sammir Dattani|Samir Soni|Aseem Tiwari,Punit Malhotra,135,6.6,2010,Drama,Comedy,Romance,Foreign,
37757,0.048672,0,0,Never Sleep Again: The Elm Street Legacy,Heather Langenkamp|Robert Englund|Wes Craven|Robert Shaye|Lisa Wilcox,Daniel Farrands|Andrew Kasch,240,7.1,2010,Documentary,,,,
45523,0.046872,0,0,Louis C.K.: Hilarious,Louis C.K.,Louis C.K.,84,7.9,2010,Comedy,,,,
58107,0.227962,0,0,Burakku Rokku ShÃÂ«tÃ,Kana Hanazawa|Miyuki Sawashiro|Kana Asumi,Shinobu Yoshioka,52,6.4,2010,Action,Animation,Drama,Fantasy,Thriller
26214,0.006640000000000001,5000,0,The American Matrix - Age Of Deception,George Bruch|Alan Keyes|David Icke|Steven Crowder|Chuck Baldwin,B.A. Brooks,120,4.1,2010,Documentary,,,,
39356,0.028456,3,43,Boy,James Rolleston|Craig Hall|Taika Waititi|Te Aho Aho Eketone-Whitu|Ei Kura Albert,Taika Waititi,87,7.3,2010,Drama,Comedy,,,
56811,0.025935000000000003,0,35456,Cropsey,Greg Cusick,Joshua Zeman|Barbara Brancaccio,85,6.1,2010,Documentary,Horror,,,
53844,0.037806,0,0,Il reste du jambon ?,Ramzy Bedia|Anne Marivin|Marie-France Pisier|Jean-Luc Bideau|GÃÂ©raldine Nakache,Anne Depetrini,90,4.7,2010,Comedy,,,,
37058,0.019248,0,0,I'm Here,Sienna Guillory|Andrew Garfield,Spike Jonze,30,7.4,2010,Drama,,,,
44950,0.009766,0,0,A Horrible Way to Die,Brandon Carroll|AJ Bowen|Amy Seimetz|Joe Swanberg|Lane Hughes,Adam Wingard,87,4.7,2010,Horror,Thriller,,,
24243,0.0637539999999999,0,0,As Melhores Coisas do Mundo,Caio Blat|Paulo Vilhena|Francisco Miguez|Fiuk|ZÃÂ© Carlos Machado,LaÃÂ­s Bodanzky,100,6.4,2010,Comedy,,,,
41397,0.004569,0,0,Joan Rivers: A Piece of Work,Joan Rivers|Melissa Rivers|Kathy Griffin|Don Rickles,Ricki Stern|Anne Sundberg,84,6.5,2010,Documentary,,,,
40025,0.004433,0,0,Ã¦ââ¢Ã§Â¥Â¨Ã©Â¢Â¨Ã©âºÂ²,Fala Chen|Simon Yam|Andy On|Michael Miu Kiu-Wai|Kenny Wong Tak-Ban,Venus Keung Kwok-Man|Wong Jing,93,6.4,2010,Action,Thriller,,,
550,8.947905,63000000,100853753,Fight Club,Edward Norton|Brad Pitt|Meat Loaf|Jared Leto|Helena Bonham Carter,David Fincher,139,8.1,1999,Drama,,,,
603,7.753899,63000000,463517383,The Matrix,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss|Hugo Weaving|Gloria Foster,Lilly Wachowski|Lana Wachowski,136,7.8,1999,Action,Science Fiction,,,
14,3.5557199999999907,15000000,356296601,American Beauty,Kevin Spacey|Annette Bening|Thora Birch|Wes Bentley|Mena Suvari,Sam Mendes,122,7.7,1999,Drama,,,,
1893,3.5260290000000003,115000000,924317558,Star Wars: Episode I - The Phantom Menace,Liam Neeson|Ewan McGregor|Natalie Portman|Jake Lloyd|Ian McDiarmid,George Lucas,136,6.3,1999,Adventure,Action,Science Fiction,,
564,2.94377,80000000,415885488,The Mummy,Brendan Fraser|Rachel Weisz|John Hannah|Arnold Vosloo|Kevin J. O'Connor,Stephen Sommers,124,6.3,1999,Adventure,Fantasy,Horror,Action,Thriller
497,2.719461,60000000,284600000,The Green Mile,Tom Hanks|Michael Clarke Duncan|David Morse|Bonnie Hunt|James Cromwell,Frank Darabont,189,8.0,1999,Fantasy,Drama,Crime,,
745,2.5787310000000003,40000000,672806292,The Sixth Sense,Bruce Willis|Haley Joel Osment|Toni Collette|Olivia Williams|Mischa Barton,M. Night Shyamalan,107,7.5,1999,Mystery,Thriller,Drama,,
36643,2.129874,135000000,361832400,The World Is Not Enough,Pierce Brosnan|Sophie Marceau|Robert Carlyle|Denise Richards|Robbie Coltrane,Michael Apted,128,6.0,1999,Adventure,Action,Thriller,,
796,2.069357,10500000,75902208,Cruel Intentions,Sarah Michelle Gellar|Ryan Phillippe|Reese Witherspoon|Selma Blair|Louise Fletcher,Roger Kumble,97,6.5,1999,Drama,Romance,Thriller,,
2668,2.065619,100000000,206071502,Sleepy Hollow,Johnny Depp|Ian McDiarmid|Christina Ricci|Casper Van Dien|Michael Gough,Tim Burton,105,6.7,1999,Drama,Fantasy,Thriller,Mystery,
37135,1.945894,0,0,Tarzan,Tony Goldwyn|Glenn Close|Minnie Driver|Brian Blessed|Nigel Hawthorne,Chris Buck|Kevin Lima,88,6.9,1999,Adventure,Animation,Drama,Family,
2105,1.825695,11000000,235483004,American Pie,Jason Biggs|Chris Klein|Thomas Ian Nicholas|Alyson Hannigan|Shannon Elizabeth,Paul Weitz|Chris Weitz,95,6.4,1999,Comedy,Romance,,,
1844,1.820318,66000000,212404396,Entrapment,Sean Connery|Catherine Zeta-Jones|Will Patton|Maury Chaykin|Ving Rhames,Jon Amiel,112,5.9,1999,Romance,Drama,Mystery,,
863,1.810197,90000000,485015179,Toy Story 2,Tom Hanks|Tim Allen|Kelsey Grammer|Joan Cusack|Don Rickles,John Lasseter|Lee Unkrich|Ash Brannon,92,7.2,1999,Animation,Comedy,Family,,
4951,1.769152,16000000,53478166,10 Things I Hate About You,Julia Stiles|Heath Ledger|Joseph Gordon-Levitt|Larisa Oleynik|Larry Miller,Gil Junger,97,7.2,1999,Comedy,Romance,Drama,,
509,1.72385,42000000,363889678,Notting Hill,Julia Roberts|Hugh Grant|Gina McKee|Tim McInnerny|Rhys Ifans,Roger Michell,124,6.8,1999,Comedy,,,,
817,1.560867,33000000,310940086,Austin Powers: The Spy Who Shagged Me,Mike Myers|Heather Graham|Michael York|Robert Wagner|Rob Lowe,Jay Roach,95,6.0,1999,Crime,Adventure,Action,Comedy,Science Fiction
226,1.43163,2000000,11540607,Boys Don't Cry,Hilary Swank|ChloÃÂ« Sevigny|Peter Sarsgaard|Brendan Sexton III|Alicia Goranson,Kimberly Peirce,118,7.0,1999,Crime,Drama,,,
9008,1.427794,90000000,60289912,The Insider,Al Pacino|Russell Crowe|Christopher Plummer|Diane Venora|Bruce McGill,Michael Mann,157,7.1,1999,Drama,Thriller,,,
926,1.3486280000000002,45000000,90683916,Galaxy Quest,Tim Allen|Sigourney Weaver|Alan Rickman|Tony Shalhoub|Sam Rockwell,Dean Parisot,102,6.6,1999,Comedy,Family,Science Fiction,,
345,1.329827,65000000,162091208,Eyes Wide Shut,Tom Cruise|Nicole Kidman|Madison Eginton|Jackie Sawiris|Sydney Pollack,Stanley Kubrick,159,6.8,1999,Drama,,,,
492,1.328465,13000000,22863596,Being John Malkovich,John Cusack|Cameron Diaz|Catherine Keener|John Malkovich|Orson Bean,Spike Jonze,112,7.1,1999,Fantasy,Drama,Comedy,,
9535,1.320079,80000000,176885658,Analyze This,Robert De Niro|Billy Crystal|Lisa Kudrow|Chazz Palminteri|Joe Viterelli,Harold Ramis,103,6.3,1999,Comedy,Crime,,,
10137,1.309249,133000000,300135367,Stuart Little,Michael J. Fox|Geena Davis|Hugh Laurie|Jonathan Lipnicki|Nathan Lane,Rob Minkoff,84,5.6,1999,Fantasy,,,,
9481,1.254522,73000000,151493655,The Bone Collector,Denzel Washington|Angelina Jolie|Queen Latifah|Michael Rooker|Michael McGlone,Phillip Noyce,118,6.5,1999,Drama,Mystery,Thriller,Crime,
8487,1.221973,170000000,222104681,Wild Wild West,Will Smith|Kevin Kline|Kenneth Branagh|Salma Hayek|M. Emmet Walsh,Barry Sonnenfeld,106,5.2,1999,Action,Adventure,Comedy,Drama,Science Fiction
1911,1.189386,160000000,61698899,The 13th Warrior,Antonio Banderas|Vladimir Kulich|Dennis StorhÃÂ¸i|Daniel Southern|Clive Russell,John McTiernan,102,6.2,1999,Adventure,Fantasy,Action,,
9946,1.17388799999999,100000000,211989043,End of Days,Arnold Schwarzenegger|Gabriel Byrne|Kevin Pollak|Robin Tunney|CCH Pounder,Peter Hyams,121,5.4,1999,Action,Fantasy,Horror,Mystery,
1715,1.152354,24000000,88545092,The Cider House Rules,Tobey Maguire|Charlize Theron|Delroy Lindo|Paul Rudd|Michael Caine,Lasse HallstrÃÂ¶m,126,6.6,1999,Drama,,,,
10386,1.150934,70000000,23159305,The Iron Giant,Jennifer Aniston|Harry Connick Jr.|Vin Diesel|Cloris Leachman|James Gammon,Brad Bird,86,7.5,1999,Adventure,Animation,Family,Fantasy,Science Fiction
8914,1.139223,60000000,73648228,Deep Blue Sea,Thomas Jane|Saffron Burrows|LL Cool J|Michael Rapaport|Samuel L. Jackson,Renny Harlin,105,5.5,1999,Horror,Action,Thriller,Science Fiction,
9473,1.076307,21000000,0,"South Park: Bigger, Longer & Uncut",Trey Parker|Matt Stone|Mary Kay Bergman|Isaac Hayes|George Clooney,Trey Parker,81,7.0,1999,Animation,Comedy,Music,,
2112,1.050599,90000000,161626121,Payback,Mel Gibson|Kris Kristofferson|Gregg Henry|Maria Bello|David Paymer,Paul Abascal|Brian Helgeland,100,6.5,1999,Drama,Action,Thriller,Crime,
4806,1.03785,70000000,309457509,Runaway Bride,Julia Roberts|Richard Gere|Joan Cusack|Rita Wilson|HÃÂ©ctor Elizondo,Garry Marshall,116,5.7,1999,Comedy,Romance,,,
10314,1.0220280000000002,10000000,103166989,She's All That,Freddie Prinze Jr.|Rachael Leigh Cook|Matthew Lillard|Paul Walker|Jodi Lyn O'Keefe,Robert Iscove,95,5.6,1999,Comedy,Romance,,,
10398,0.993492,70000000,177841558,Double Jeopardy,Tommy Lee Jones|Ashley Judd|Bruce Greenwood|Annabeth Gish|Benjamin Weir,Bruce Beresford,105,6.1,1999,Drama,Mystery,Thriller,Crime,
8374,0.992316,6000000,30471,The Boondock Saints,Willem Dafoe|Norman Reedus|Sean Patrick Flanery|David Della Rocco|David Ferry,Troy Duffy,108,7.1,1999,Action,Thriller,Crime,,
1542,0.968204,10000000,12827813,Office Space,Ron Livingston|Jennifer Aniston|David Herman|Ajay Naidu|Diedrich Bader,Mike Judge,89,7.3,1999,Comedy,Crime,,,
1443,0.941202,6000000,10409377,The Virgin Suicides,James Woods|Kathleen Turner|Kirsten Dunst|Josh Hartnett|A.J. Cook,Sofia Coppola,97,7.0,1999,Drama,Romance,,,
2277,0.937873,100000000,93700000,Bicentennial Man,Robin Williams|Sam Neill|Embeth Davidtz|Oliver Platt|Kiersten Warren,Chris Columbus,131,6.7,1999,Comedy,Science Fiction,,,
2667,0.934621,25000,248000000,The Blair Witch Project,Heather Donahue|Michael C. Williams|Joshua Leonard|Bob Griffith|Jim King,Daniel Myrick|Eduardo SÃÂ¡nchez,81,6.3,1999,Horror,Mystery,,,
622,0.920974,38000000,58401898,The Ninth Gate,Johnny Depp|Frank Langella|Lena Olin|Emmanuelle Seigner|Barbara Jefford,Roman Polanski,133,6.2,1999,Horror,Mystery,Thriller,,
10400,0.92088,50000000,73956241,The Hurricane,Denzel Washington|Vicellous Reon Shannon|Deborah Kara Unger|Liev Schreiber|John Hannah,Norman Jewison,146,7.3,1999,Drama,,,,
1090,0.907305,16000000,18564088,The Thirteenth Floor,Craig Bierko|Armin Mueller-Stahl|Gretchen Mol|Vincent D'Onofrio|Dennis Haysbert,Josef Rusnak,100,6.5,1999,Thriller,Science Fiction,Mystery,,
9032,0.8765870000000001,34200000,234801895,Big Daddy,Adam Sandler|Joey Lauren Adams|Kristy Swanson|Cole Sprouse|Jon Stewart,Dennis Dugan,93,6.2,1999,Comedy,Drama,,,
8649,0.855109,32000000,0,Bringing Out the Dead,Nicolas Cage|Patricia Arquette|John Goodman|Ving Rhames|Tom Sizemore,Martin Scorsese,121,6.5,1999,Drama,Thriller,,,
8224,0.8234940000000001,40000000,96618699,8MM,Nicolas Cage|Joaquin Phoenix|James Gandolfini|Chris Bauer|Anthony Heald,Joel Schumacher,123,6.0,1999,Thriller,Crime,Mystery,,
1832,0.82073,10000000,30652890,Dogma,Ben Affleck|Matt Damon|Linda Fiorentino|Jason Mewes|Chris Rock,Kevin Smith,130,6.6,1999,Fantasy,Comedy,Adventure,,
3558,0.797082,40000000,0,"Girl, Interrupted",Winona Ryder|Angelina Jolie|Clea DuVall|Brittany Murphy|Elisabeth Moss,James Mangold,127,7.5,1999,Drama,,,,
15400,0.779596,0,0,Mickey's Once Upon a Christmas,Kelsey Grammer|Wayne Allwine|Russi Taylor|Tony Anselmo|Diane Michelle,Jun Falkenstein|Bradley Raymond|Toby Shelton|Bill Speers,66,6.6,1999,Animation,Family,Comedy,,
11618,0.778786,80000000,91188905,The Haunting,Liam Neeson|Catherine Zeta-Jones|Owen Wilson|Lili Taylor|Bruce Dern,Jan de Bont,113,5.3,1999,Horror,Thriller,Fantasy,Mystery,
1641,0.746054,75000000,93888180,Forces of Nature,Sandra Bullock|Ben Affleck|Maura Tierney|Steve Zahn|Blythe Danner,Bronwen Hughes,105,5.2,1999,Comedy,,,,
11622,0.744837,35000000,40263020,Blast from the Past,Brendan Fraser|Alicia Silverstone|Christopher Walken|Sissy Spacek|Nathan Fillion,Hugh Wilson,112,6.2,1999,Comedy,Romance,,,
11374,0.740133,80000000,0,Edtv,Matthew McConaughey|Woody Harrelson|Sally Kirkland|Jenna Elfman|Martin Landau,Ron Howard,122,5.4,1999,Comedy,,,,
10207,0.7318020000000001,80000000,118880016,Message in a Bottle,Kevin Costner|Robin Wright|Paul Newman|John Savage|Illeana Douglas,Luis Mandoki,131,5.7,1999,Drama,,,,
2275,0.72669,60000000,149705852,The General's Daughter,John Travolta|Madeleine Stowe|James Cromwell|Timothy Hutton|Leslie Stefanson,Simon West,116,5.9,1999,Crime,Drama,Mystery,Thriller,
10307,0.725013,29000000,50041732,Stigmata,Patricia Arquette|Gabriel Byrne|Jonathan Pryce|Nia Long|Thomas Kopache,Rupert Wainwright,103,5.8,1999,Horror,Thriller,,,
11601,0.716336,12000000,21133087,Stir of Echoes,Kevin Bacon|Zachary David Cope|Kathryn Erbe|Illeana Douglas|Kevin Dunn,David Koepp,99,6.3,1999,Horror,Mystery,Thriller,,
9451,0.694437,0,0,Election,Matthew Broderick|Reese Witherspoon|Chris Klein|Jessica Campbell|Mark Harelik,Alexander Payne,99,6.5,1999,Comedy,,,,
332,0.684185,75000000,0,Inspector Gadget,Matthew Broderick|Rupert Everett|Joely Fisher|Michelle Trachtenberg|Andy Dick,David Kellogg,78,4.3,1999,Action,Adventure,Comedy,Family,
334,0.682531,37000000,48451803,Magnolia,Julianne Moore|William H. Macy|John C. Reilly|Tom Cruise|Philip Baker Hall,Paul Thomas Anderson,188,7.3,1999,Drama,,,,
2020,0.6710699999999991,51000000,36911617,The Bachelor,Chris O'Donnell|RenÃÂ©e Zellweger|Artie Lange|Hal Holbrook|Ed Asner,Gary Sinyor,101,4.5,1999,Comedy,,,,
9423,0.654013,75000000,14010690,Virus,Jamie Lee Curtis|William Baldwin|Donald Sutherland|Joanna Pacula|Marshall Bell,John Bruno,99,4.9,1999,Horror,Action,Science Fiction,,
1213,0.6403310000000001,40000000,128798265,The Talented Mr. Ripley,Matt Damon|Gwyneth Paltrow|Jude Law|Cate Blanchett|Philip Seymour Hoffman,Anthony Minghella,139,6.9,1999,Thriller,Crime,Drama,,
9825,0.637814,27000000,56870414,Lake Placid,Bill Pullman|Bridget Fonda|Oliver Platt|Brendan Gleeson|Betty White,Steve Miner,82,5.3,1999,Horror,Comedy,Action,Science Fiction,Thriller
9781,0.63765,34000000,4217115,Detroit Rock City,Giuseppe Andrews|James DeBello|Edward Furlong|Sam Huntington|Lin Shaye,Adam Rifkin,95,6.4,1999,Comedy,,,,
9824,0.636432,68000000,29762011,Mystery Men,Hank Azaria|Janeane Garofalo|William H. Macy|Kel Mitchell|Jenifer Lewis,Kinka Usher,121,5.4,1999,Adventure,Fantasy,Action,Comedy,Science Fiction
4816,0.6271720000000001,0,0,Ghost Dog: The Way of the Samurai,Forest Whitaker|Cliff Gorman|Tricia Vessey|Henry Silva|Victor Argo,Jim Jarmusch,116,7.0,1999,Action,Crime,Drama,,
49948,0.617279,80000000,90874570,Fantasia 2000,Steve Martin|Quincy Jones|Bette Midler|James Earl Jones|Penn Jillette,Paul Brizzi|Hendel Butoy|Francis Glebas|Eric Goldberg|Don Hahn|Pixote Hunt|James Algar|GaÃÂ«tan Brizzi,74,6.9,1999,Music,Animation,Family,Fantasy,
9430,0.614402,6500000,28451622,Go,Sarah Polley|Katie Holmes|Jay Mohr|Timothy Olyphant|William Fichtner,Doug Liman,98,6.9,1999,Crime,Comedy,Thriller,,
11355,0.614007,25000000,84565230,Never Been Kissed,Drew Barrymore|David Arquette|Michael Vartan|Molly Shannon|Jenny Bicks,Raja Gosnell,107,5.7,1999,Romance,Comedy,Drama,,
